timestamp,location,temperature,humidity,wind_speed,precipitation,power_outage
2022-09-08 02:00:00,Mangalore,27.56,88.56,1.7,0.2,0
2022-09-08 03:00:00,Mangalore,29.02,92.05,2.35,0.29,1
2022-09-08 04:00:00,Mangalore,29.78,95.06,2.98,0.33,1
2022-09-08 05:00:00,Mangalore,28.69,95.97,3.19,0.38,1
2022-09-08 06:00:00,Mangalore,30.41,97.94,3.39,0.4,1
2022-09-08 07:00:00,Mangalore,29.81,96.76,2.85,0.38,1
2022-09-08 08:00:00,Mangalore,29.88,94.72,2.53,0.31,1
2022-09-08 09:00:00,Mangalore,28.8,92.46,2.07,0.26,1
2022-09-08 10:00:00,Mangalore,27.61,88.45,1.61,0.2,0
2022-09-08 11:00:00,Mangalore,26.91,84.49,1.18,0.12,0
2022-09-08 12:00:00,Mangalore,25.06,79.99,0.05,0.0,0
2022-09-08 13:00:00,Mangalore,24.37,75.5,0.62,0.11,0
2022-09-08 14:00:00,Mangalore,22.03,71.13,1.72,0.16,0
2022-09-08 15:00:00,Mangalore,22.14,68.11,2.18,0.31,0
2022-09-08 16:00:00,Mangalore,20.11,65.86,3.01,0.33,0
2022-09-08 17:00:00,Mangalore,20.53,63.37,2.98,0.39,0
2022-09-08 18:00:00,Mangalore,19.97,62.08,3.56,0.41,0
2022-09-08 19:00:00,Mangalore,20.1,63.94,2.99,0.39,0
2022-09-08 20:00:00,Mangalore,20.81,65.8,3.23,0.34,0
2022-09-08 21:00:00,Mangalore,22.02,68.23,2.43,0.3,0
2022-09-08 22:00:00,Mangalore,23.07,71.62,1.64,0.18,0
2022-09-08 23:00:00,Mangalore,23.66,75.25,1.17,0.11,0
2022-09-09 00:00:00,Mangalore,25.38,80.2,0.17,0.01,0
2022-09-09 01:00:00,Mangalore,26.23,84.82,0.56,0.13,0
2022-09-09 02:00:00,Mangalore,27.1,88.85,1.66,0.21,0
2022-09-09 03:00:00,Mangalore,28.49,92.08,2.32,0.26,1
2022-09-09 04:00:00,Mangalore,29.25,94.88,3.13,0.34,1
2022-09-09 05:00:00,Mangalore,29.96,95.96,3.1,0.4,1
2022-09-09 06:00:00,Mangalore,30.54,96.82,3.43,0.37,1
2022-09-09 07:00:00,Mangalore,29.3,95.75,3.16,0.38,1
2022-09-09 08:00:00,Mangalore,28.74,95.06,2.82,0.32,1
2022-09-09 09:00:00,Mangalore,28.49,92.09,2.23,0.3,1
2022-09-09 10:00:00,Mangalore,28.07,88.74,1.66,0.21,0
2022-09-09 11:00:00,Mangalore,26.88,84.07,0.9,0.13,0
2022-09-09 12:00:00,Mangalore,24.71,80.95,0.02,0.03,0
2022-09-09 13:00:00,Mangalore,24.36,75.35,0.82,0.1,0
2022-09-09 14:00:00,Mangalore,22.82,71.08,1.67,0.19,0
2022-09-09 15:00:00,Mangalore,20.85,68.26,2.08,0.23,0
2022-09-09 16:00:00,Mangalore,20.27,65.57,2.88,0.32,0
2022-09-09 17:00:00,Mangalore,20.12,63.25,3.23,0.36,0
2022-09-09 18:00:00,Mangalore,20.17,63.51,2.95,0.39,0
2022-09-09 19:00:00,Mangalore,20.07,63.68,3.0,0.43,0
2022-09-09 20:00:00,Mangalore,20.55,65.61,2.69,0.34,0
2022-09-09 21:00:00,Mangalore,21.91,67.94,2.43,0.29,0
2022-09-09 22:00:00,Mangalore,22.3,70.9,1.11,0.16,0
2022-09-09 23:00:00,Mangalore,23.16,76.33,1.05,0.11,0
2022-09-10 00:00:00,Mangalore,25.78,79.04,0.7,0.05,0
2022-09-10 01:00:00,Mangalore,26.64,84.59,0.94,0.1,0
2022-09-10 02:00:00,Mangalore,27.1,88.16,1.83,0.19,0
2022-09-10 03:00:00,Mangalore,28.56,91.9,2.36,0.29,0
2022-09-10 04:00:00,Mangalore,29.59,94.1,2.53,0.34,1
2022-09-10 05:00:00,Mangalore,29.46,95.83,3.19,0.38,1
2022-09-10 06:00:00,Mangalore,29.04,97.39,2.97,0.4,1
2022-09-10 07:00:00,Mangalore,30.38,96.6,2.81,0.39,1
2022-09-10 08:00:00,Mangalore,29.17,95.14,2.85,0.36,1
2022-09-10 09:00:00,Mangalore,29.14,91.74,1.95,0.27,0
2022-09-10 10:00:00,Mangalore,26.91,88.39,1.81,0.19,0
2022-09-10 11:00:00,Mangalore,26.4,84.03,0.88,0.05,0
2022-09-10 12:00:00,Mangalore,25.12,80.19,0.18,0.01,0
2022-09-10 13:00:00,Mangalore,24.25,76.12,1.21,0.09,0
2022-09-10 14:00:00,Mangalore,21.9,71.48,1.46,0.19,0
2022-09-10 15:00:00,Mangalore,22.61,67.14,2.17,0.34,0
2022-09-10 16:00:00,Mangalore,20.33,65.05,2.65,0.34,0
2022-09-10 17:00:00,Mangalore,20.01,64.04,3.22,0.38,0
2022-09-10 18:00:00,Mangalore,20.26,63.15,3.41,0.43,0
2022-09-10 19:00:00,Mangalore,20.38,63.33,3.11,0.43,0
2022-09-10 20:00:00,Mangalore,20.27,64.9,2.91,0.33,0
2022-09-10 21:00:00,Mangalore,21.38,67.45,2.24,0.3,0
2022-09-10 22:00:00,Mangalore,22.5,71.24,1.49,0.19,0
2022-09-10 23:00:00,Mangalore,22.3,75.28,0.95,0.07,0
2022-09-11 00:00:00,Mangalore,24.93,79.19,0.04,0.01,0
2022-09-11 01:00:00,Mangalore,26.2,85.22,1.1,0.07,0
2022-09-11 02:00:00,Mangalore,27.33,88.34,1.71,0.19,0
2022-09-11 03:00:00,Mangalore,28.51,92.21,2.25,0.29,1
2022-09-11 04:00:00,Mangalore,30.17,94.15,3.03,0.35,1
2022-09-11 05:00:00,Mangalore,29.11,97.0,2.87,0.4,1
2022-09-11 06:00:00,Mangalore,29.59,96.65,3.34,0.38,1
2022-09-11 07:00:00,Mangalore,29.64,96.2,3.54,0.4,1
2022-09-11 08:00:00,Mangalore,29.94,94.53,3.01,0.36,1
2022-09-11 09:00:00,Mangalore,28.69,91.79,2.53,0.24,0
2022-09-11 10:00:00,Mangalore,27.37,88.92,1.71,0.18,0
2022-09-11 11:00:00,Mangalore,26.37,83.34,0.98,0.09,0
2022-09-11 12:00:00,Mangalore,25.86,80.12,0.2,0.0,0
2022-09-11 13:00:00,Mangalore,23.5,76.04,0.98,0.12,0
2022-09-11 14:00:00,Mangalore,22.91,71.31,1.55,0.2,0
2022-09-11 15:00:00,Mangalore,21.3,68.43,2.7,0.32,0
2022-09-11 16:00:00,Mangalore,21.89,65.49,2.89,0.35,0
2022-09-11 17:00:00,Mangalore,19.97,63.55,3.17,0.4,0
2022-09-11 18:00:00,Mangalore,19.66,62.52,3.14,0.38,0
2022-09-11 19:00:00,Mangalore,19.8,63.58,3.1,0.36,0
2022-09-11 20:00:00,Mangalore,20.58,64.19,2.56,0.34,0
2022-09-11 21:00:00,Mangalore,21.95,67.45,2.35,0.29,0
2022-09-11 22:00:00,Mangalore,22.24,71.04,1.61,0.18,0
2022-09-11 23:00:00,Mangalore,22.82,75.76,0.98,0.11,0
2022-09-12 00:00:00,Mangalore,24.68,79.73,0.01,0.0,0
2022-09-12 01:00:00,Mangalore,27.1,84.29,0.7,0.11,0
2022-09-12 02:00:00,Mangalore,26.98,88.17,1.71,0.2,0
2022-09-12 03:00:00,Mangalore,27.63,91.59,2.31,0.29,0
2022-09-12 04:00:00,Mangalore,29.44,95.77,2.89,0.35,1
2022-09-12 05:00:00,Mangalore,30.49,96.62,3.41,0.35,1
2022-09-12 06:00:00,Mangalore,30.09,97.3,3.46,0.39,1
2022-09-12 07:00:00,Mangalore,30.41,96.36,3.04,0.38,1
2022-09-12 08:00:00,Mangalore,30.01,94.57,2.9,0.36,1
2022-09-12 09:00:00,Mangalore,28.78,91.45,2.32,0.24,0
2022-09-12 10:00:00,Mangalore,28.11,89.18,1.71,0.22,0
2022-09-12 11:00:00,Mangalore,26.49,83.82,0.98,0.1,0
2022-09-12 12:00:00,Mangalore,25.49,79.68,0.31,0.02,0
2022-09-12 13:00:00,Mangalore,24.14,75.58,0.81,0.09,0
2022-09-12 14:00:00,Mangalore,22.67,71.58,1.59,0.18,0
2022-09-12 15:00:00,Mangalore,22.01,68.24,2.78,0.32,0
2022-09-12 16:00:00,Mangalore,20.47,65.74,2.48,0.36,0
2022-09-12 17:00:00,Mangalore,20.22,63.1,3.4,0.36,0
2022-09-12 18:00:00,Mangalore,19.93,63.88,3.24,0.42,0
2022-09-12 19:00:00,Mangalore,20.24,63.06,3.14,0.39,0
2022-09-12 20:00:00,Mangalore,20.07,64.9,2.78,0.38,0
2022-09-12 21:00:00,Mangalore,21.39,67.93,2.42,0.31,0
2022-09-12 22:00:00,Mangalore,22.41,71.34,1.91,0.2,0
2022-09-12 23:00:00,Mangalore,24.0,75.94,0.94,0.15,0
2022-09-13 00:00:00,Mangalore,24.82,80.25,0.06,0.03,0
2022-09-13 01:00:00,Mangalore,25.97,84.04,0.67,0.06,0
2022-09-13 02:00:00,Mangalore,27.07,88.7,1.51,0.19,0
2022-09-13 03:00:00,Mangalore,28.53,91.86,1.9,0.29,0
2022-09-13 04:00:00,Mangalore,29.97,94.94,2.87,0.36,1
2022-09-13 05:00:00,Mangalore,30.45,97.5,3.32,0.4,1
2022-09-13 06:00:00,Mangalore,30.03,96.74,3.43,0.36,1
2022-09-13 07:00:00,Mangalore,30.64,96.53,3.58,0.41,1
2022-09-13 08:00:00,Mangalore,29.84,94.7,2.52,0.34,1
2022-09-13 09:00:00,Mangalore,26.74,91.55,2.24,0.28,0
2022-09-13 10:00:00,Mangalore,26.96,87.93,1.58,0.2,0
2022-09-13 11:00:00,Mangalore,26.41,84.35,0.86,0.11,0
2022-09-13 12:00:00,Mangalore,24.15,80.38,0.02,0.0,0
2022-09-13 13:00:00,Mangalore,24.54,75.85,0.63,0.11,0
2022-09-13 14:00:00,Mangalore,21.94,72.43,1.74,0.23,0
2022-09-13 15:00:00,Mangalore,21.5,67.5,2.37,0.29,0
2022-09-13 16:00:00,Mangalore,20.37,65.31,2.77,0.33,0
2022-09-13 17:00:00,Mangalore,19.63,63.31,3.37,0.38,0
2022-09-13 18:00:00,Mangalore,20.2,63.61,3.17,0.41,0
2022-09-13 19:00:00,Mangalore,19.67,64.04,2.94,0.38,0
2022-09-13 20:00:00,Mangalore,20.52,64.97,2.86,0.3,0
2022-09-13 21:00:00,Mangalore,21.15,67.17,2.09,0.28,0
2022-09-13 22:00:00,Mangalore,22.43,71.67,1.93,0.2,0
2022-09-13 23:00:00,Mangalore,23.21,74.88,0.61,0.11,0
2022-09-14 00:00:00,Mangalore,25.54,79.67,0.09,0.01,0
2022-09-14 01:00:00,Mangalore,25.8,84.4,0.85,0.1,0
2022-09-14 02:00:00,Mangalore,27.45,87.86,1.53,0.2,0
2022-09-14 03:00:00,Mangalore,28.65,92.05,2.32,0.28,1
2022-09-14 04:00:00,Mangalore,29.27,95.24,2.76,0.32,1
2022-09-14 05:00:00,Mangalore,28.88,96.8,3.03,0.38,1
2022-09-14 06:00:00,Mangalore,30.2,97.02,3.44,0.39,1
2022-09-14 07:00:00,Mangalore,29.07,96.37,3.22,0.38,1
2022-09-14 08:00:00,Mangalore,29.73,93.66,3.1,0.34,1
2022-09-14 09:00:00,Mangalore,29.2,92.46,2.12,0.3,1
2022-09-14 10:00:00,Mangalore,28.33,87.9,1.65,0.16,0
2022-09-14 11:00:00,Mangalore,26.58,84.01,1.12,0.1,0
2022-09-14 12:00:00,Mangalore,24.85,79.55,0.16,0.05,0
2022-09-14 13:00:00,Mangalore,23.13,75.18,0.73,0.11,0
2022-09-14 14:00:00,Mangalore,23.16,70.66,1.72,0.2,0
2022-09-14 15:00:00,Mangalore,21.92,67.7,2.34,0.28,0
2022-09-14 16:00:00,Mangalore,20.0,65.64,2.64,0.34,0
2022-09-14 17:00:00,Mangalore,20.63,63.64,3.17,0.4,0
2022-09-14 18:00:00,Mangalore,19.28,62.75,3.1,0.39,0
2022-09-14 19:00:00,Mangalore,20.88,63.79,3.34,0.38,0
2022-09-14 20:00:00,Mangalore,20.69,66.15,2.75,0.34,0
2022-09-14 21:00:00,Mangalore,21.46,67.78,2.58,0.26,0
2022-09-14 22:00:00,Mangalore,22.56,71.82,1.5,0.21,0
2022-09-14 23:00:00,Mangalore,22.57,74.87,0.88,0.09,0
2022-09-15 00:00:00,Mangalore,24.75,79.87,0.03,0.04,0
2022-09-15 01:00:00,Mangalore,25.71,84.54,1.06,0.11,0
2022-09-15 02:00:00,Mangalore,27.91,88.73,1.62,0.18,0
2022-09-15 03:00:00,Mangalore,28.38,91.65,2.36,0.28,0
2022-09-15 04:00:00,Mangalore,28.6,96.05,3.0,0.33,1
2022-09-15 05:00:00,Mangalore,29.35,96.26,3.02,0.39,1
2022-09-15 06:00:00,Mangalore,30.19,96.52,3.55,0.4,1
2022-09-15 07:00:00,Mangalore,29.73,96.19,3.21,0.4,1
2022-09-15 08:00:00,Mangalore,28.89,94.54,2.98,0.35,1
2022-09-15 09:00:00,Mangalore,28.62,92.01,1.92,0.28,1
2022-09-15 10:00:00,Mangalore,28.2,88.98,1.55,0.19,0
2022-09-15 11:00:00,Mangalore,26.14,84.55,0.73,0.09,0
2022-09-15 12:00:00,Mangalore,24.33,80.64,0.21,0.02,0
2022-09-15 13:00:00,Mangalore,24.36,75.36,1.0,0.07,0
2022-09-15 14:00:00,Mangalore,22.51,70.99,1.47,0.23,0
2022-09-15 15:00:00,Mangalore,21.7,68.23,2.51,0.28,0
2022-09-15 16:00:00,Mangalore,20.33,66.09,2.78,0.35,0
2022-09-15 17:00:00,Mangalore,19.52,63.21,3.02,0.41,0
2022-09-15 18:00:00,Mangalore,19.68,63.24,2.96,0.42,0
2022-09-15 19:00:00,Mangalore,18.85,63.46,3.21,0.4,0
2022-09-15 20:00:00,Mangalore,20.5,65.63,2.84,0.34,0
2022-09-15 21:00:00,Mangalore,21.38,67.59,2.27,0.32,0
2022-09-15 22:00:00,Mangalore,22.78,71.39,1.48,0.2,0
2022-09-15 23:00:00,Mangalore,23.01,75.23,0.86,0.09,0
2022-09-16 00:00:00,Mangalore,25.32,80.13,0.05,0.01,0
2022-09-16 01:00:00,Mangalore,26.28,84.2,0.94,0.13,0
2022-09-16 02:00:00,Mangalore,27.2,88.56,1.6,0.2,0
2022-09-16 03:00:00,Mangalore,28.17,91.54,2.28,0.29,0
2022-09-16 04:00:00,Mangalore,28.75,94.41,2.67,0.35,1
2022-09-16 05:00:00,Mangalore,29.65,96.11,3.24,0.4,1
2022-09-16 06:00:00,Mangalore,29.68,97.0,3.26,0.41,1
2022-09-16 07:00:00,Mangalore,30.2,96.22,3.17,0.39,1
2022-09-16 08:00:00,Mangalore,29.95,94.23,3.21,0.32,1
2022-09-16 09:00:00,Mangalore,28.02,92.25,2.57,0.26,1
2022-09-16 10:00:00,Mangalore,27.41,88.25,1.56,0.19,0
2022-09-16 11:00:00,Mangalore,26.74,83.98,0.82,0.14,0
2022-09-16 12:00:00,Mangalore,25.32,80.62,0.34,0.01,0
2022-09-16 13:00:00,Mangalore,24.2,75.5,0.7,0.11,0
2022-09-16 14:00:00,Mangalore,22.92,70.66,1.64,0.23,0
2022-09-16 15:00:00,Mangalore,21.61,67.8,2.35,0.3,0
2022-09-16 16:00:00,Mangalore,21.35,64.69,2.99,0.35,0
2022-09-16 17:00:00,Mangalore,19.95,63.45,3.37,0.42,0
2022-09-16 18:00:00,Mangalore,19.4,63.23,3.02,0.37,0
2022-09-16 19:00:00,Mangalore,19.7,64.0,2.83,0.39,0
2022-09-16 20:00:00,Mangalore,20.96,65.43,2.71,0.37,0
2022-09-16 21:00:00,Mangalore,20.73,67.22,2.29,0.28,0
2022-09-16 22:00:00,Mangalore,22.81,71.44,1.69,0.22,0
2022-09-16 23:00:00,Mangalore,24.3,75.98,0.9,0.14,0
2022-09-17 00:00:00,Mangalore,24.88,79.6,0.38,0.0,0
2022-09-17 01:00:00,Mangalore,26.29,84.12,1.24,0.1,0
2022-09-17 02:00:00,Mangalore,27.47,88.59,1.69,0.24,0
2022-09-17 03:00:00,Mangalore,28.88,92.01,2.11,0.27,1
2022-09-17 04:00:00,Mangalore,30.08,93.98,2.66,0.36,1
2022-09-17 05:00:00,Mangalore,30.72,97.52,3.05,0.37,1
2022-09-17 06:00:00,Mangalore,30.11,97.31,3.74,0.39,1
2022-09-17 07:00:00,Mangalore,29.63,96.52,3.25,0.39,1
2022-09-17 08:00:00,Mangalore,29.01,94.93,2.9,0.36,1
2022-09-17 09:00:00,Mangalore,27.76,92.53,1.97,0.29,0
2022-09-17 10:00:00,Mangalore,27.56,88.61,1.63,0.17,0
2022-09-17 11:00:00,Mangalore,26.26,84.24,0.78,0.09,0
2022-09-17 12:00:00,Mangalore,24.86,79.74,0.14,0.02,0
2022-09-17 13:00:00,Mangalore,24.29,74.37,1.01,0.08,0
2022-09-17 14:00:00,Mangalore,22.1,72.29,1.63,0.21,0
2022-09-17 15:00:00,Mangalore,21.85,68.24,2.21,0.28,0
2022-09-17 16:00:00,Mangalore,20.85,65.62,2.63,0.35,0
2022-09-17 17:00:00,Mangalore,20.31,63.88,2.98,0.36,0
2022-09-17 18:00:00,Mangalore,18.72,63.5,3.12,0.4,0
2022-09-17 19:00:00,Mangalore,20.33,63.76,3.23,0.38,0
2022-09-17 20:00:00,Mangalore,20.14,65.68,2.78,0.31,0
2022-09-17 21:00:00,Mangalore,21.48,67.52,2.22,0.25,0
2022-09-17 22:00:00,Mangalore,22.89,72.05,1.43,0.23,0
2022-09-17 23:00:00,Mangalore,22.9,75.3,0.49,0.07,0
2022-09-18 00:00:00,Mangalore,26.09,79.95,0.09,0.03,0
2022-09-18 01:00:00,Mangalore,26.79,84.81,0.95,0.09,0
2022-09-18 02:00:00,Mangalore,27.7,88.41,1.67,0.24,0
2022-09-18 03:00:00,Mangalore,28.97,91.9,2.12,0.26,0
2022-09-18 04:00:00,Mangalore,30.2,95.16,3.05,0.34,1
2022-09-18 05:00:00,Mangalore,30.72,96.06,3.08,0.4,1
2022-09-18 06:00:00,Mangalore,30.08,97.77,3.36,0.42,1
2022-09-18 07:00:00,Mangalore,30.76,97.32,3.2,0.39,1
2022-09-18 08:00:00,Mangalore,28.95,94.59,3.11,0.34,1
2022-09-18 09:00:00,Mangalore,27.41,91.9,2.36,0.32,0
2022-09-18 10:00:00,Mangalore,27.87,87.68,1.58,0.19,0
2022-09-18 11:00:00,Mangalore,26.24,85.14,0.94,0.14,0
2022-09-18 12:00:00,Mangalore,24.59,81.01,0.13,0.03,0
2022-09-18 13:00:00,Mangalore,23.75,76.01,1.04,0.11,0
2022-09-18 14:00:00,Mangalore,22.08,71.47,1.75,0.21,0
2022-09-18 15:00:00,Mangalore,21.41,68.19,2.33,0.27,0
2022-09-18 16:00:00,Mangalore,20.63,65.77,2.96,0.33,0
2022-09-18 17:00:00,Mangalore,20.0,63.67,3.27,0.37,0
2022-09-18 18:00:00,Mangalore,20.0,62.86,3.43,0.42,0
2022-09-18 19:00:00,Mangalore,20.83,64.72,3.25,0.37,0
2022-09-18 20:00:00,Mangalore,20.52,66.73,2.84,0.33,0
2022-09-18 21:00:00,Mangalore,21.14,68.48,2.1,0.3,0
2022-09-18 22:00:00,Mangalore,21.89,71.85,1.82,0.17,0
2022-09-18 23:00:00,Mangalore,23.04,76.08,1.03,0.13,0
2022-09-19 00:00:00,Mangalore,25.15,80.73,0.04,0.02,0
2022-09-19 01:00:00,Mangalore,25.48,84.59,0.88,0.09,0
2022-09-19 02:00:00,Mangalore,28.01,88.54,1.68,0.18,0
2022-09-19 03:00:00,Mangalore,27.95,92.19,2.42,0.28,0
2022-09-19 04:00:00,Mangalore,29.29,95.08,2.51,0.35,1
2022-09-19 05:00:00,Mangalore,30.23,95.89,3.23,0.35,1
2022-09-19 06:00:00,Mangalore,29.08,97.2,3.14,0.4,1
2022-09-19 07:00:00,Mangalore,30.38,96.34,3.23,0.36,1
2022-09-19 08:00:00,Mangalore,28.96,94.21,2.93,0.35,1
2022-09-19 09:00:00,Mangalore,28.4,91.55,2.65,0.28,0
2022-09-19 10:00:00,Mangalore,27.21,88.46,1.42,0.21,0
2022-09-19 11:00:00,Mangalore,26.48,84.71,0.97,0.09,0
2022-09-19 12:00:00,Mangalore,25.07,79.73,0.22,0.02,0
2022-09-19 13:00:00,Mangalore,23.92,75.66,1.05,0.05,0
2022-09-19 14:00:00,Mangalore,23.28,72.13,1.46,0.17,0
2022-09-19 15:00:00,Mangalore,21.98,67.84,2.26,0.31,0
2022-09-19 16:00:00,Mangalore,20.51,66.25,3.06,0.33,0
2022-09-19 17:00:00,Mangalore,20.03,63.93,3.68,0.37,0
2022-09-19 18:00:00,Mangalore,20.22,62.91,3.2,0.4,0
2022-09-19 19:00:00,Mangalore,19.52,63.19,2.94,0.39,0
2022-09-19 20:00:00,Mangalore,20.57,64.64,2.56,0.33,0
2022-09-19 21:00:00,Mangalore,21.78,68.6,2.35,0.28,0
2022-09-19 22:00:00,Mangalore,22.32,70.65,1.57,0.22,0
2022-09-19 23:00:00,Mangalore,23.19,75.14,0.69,0.12,0
2022-09-20 00:00:00,Mangalore,25.44,79.64,0.44,0.01,0
2022-09-20 01:00:00,Mangalore,26.64,84.65,1.23,0.09,0
2022-09-20 02:00:00,Mangalore,27.84,88.14,1.44,0.19,0
2022-09-20 03:00:00,Mangalore,27.89,91.64,2.09,0.3,0
2022-09-20 04:00:00,Mangalore,29.56,94.9,2.66,0.31,1
2022-09-20 05:00:00,Mangalore,29.58,96.25,3.11,0.4,1
2022-09-20 06:00:00,Mangalore,30.81,97.36,3.33,0.36,1
2022-09-20 07:00:00,Mangalore,30.07,97.12,3.06,0.41,1
2022-09-20 08:00:00,Mangalore,29.74,94.19,2.88,0.36,1
2022-09-20 09:00:00,Mangalore,28.71,92.63,2.55,0.26,1
2022-09-20 10:00:00,Mangalore,27.68,88.43,1.66,0.23,0
2022-09-20 11:00:00,Mangalore,26.04,84.6,0.78,0.11,0
2022-09-20 12:00:00,Mangalore,24.88,79.79,0.04,0.03,0
2022-09-20 13:00:00,Mangalore,23.78,75.71,0.55,0.08,0
2022-09-20 14:00:00,Mangalore,22.08,70.76,1.61,0.21,0
2022-09-20 15:00:00,Mangalore,21.54,67.69,2.28,0.3,0
2022-09-20 16:00:00,Mangalore,21.09,65.65,2.62,0.33,0
2022-09-20 17:00:00,Mangalore,20.17,63.78,3.23,0.39,0
2022-09-20 18:00:00,Mangalore,20.2,62.09,3.39,0.4,0
2022-09-20 19:00:00,Mangalore,20.33,63.87,3.02,0.35,0
2022-09-20 20:00:00,Mangalore,20.0,64.89,2.72,0.34,0
2022-09-20 21:00:00,Mangalore,22.05,68.1,2.12,0.28,0
2022-09-20 22:00:00,Mangalore,23.12,71.71,1.8,0.18,0
2022-09-20 23:00:00,Mangalore,23.3,75.54,0.95,0.1,0
2022-09-21 00:00:00,Mangalore,25.6,80.53,0.25,0.0,0
2022-09-21 01:00:00,Mangalore,25.42,84.22,0.96,0.11,0
2022-09-21 02:00:00,Mangalore,28.55,88.59,1.56,0.22,0
2022-09-21 03:00:00,Mangalore,27.27,91.63,2.08,0.31,0
2022-09-21 04:00:00,Mangalore,29.32,94.97,2.73,0.35,1
2022-09-21 05:00:00,Mangalore,29.52,97.2,2.82,0.37,1
2022-09-21 06:00:00,Mangalore,29.73,97.32,3.47,0.41,1
2022-09-21 07:00:00,Mangalore,29.28,96.59,3.2,0.38,1
2022-09-21 08:00:00,Mangalore,28.5,94.21,2.9,0.34,1
2022-09-21 09:00:00,Mangalore,28.7,92.36,2.46,0.29,1
2022-09-21 10:00:00,Mangalore,27.36,88.67,1.68,0.23,0
2022-09-21 11:00:00,Mangalore,26.74,83.8,1.04,0.1,0
2022-09-21 12:00:00,Mangalore,24.37,79.71,0.01,0.0,0
2022-09-21 13:00:00,Mangalore,23.23,76.29,0.75,0.09,0
2022-09-21 14:00:00,Mangalore,21.97,71.94,1.53,0.18,0
2022-09-21 15:00:00,Mangalore,20.99,67.75,2.42,0.28,0
2022-09-21 16:00:00,Mangalore,20.8,65.33,2.43,0.31,0
2022-09-21 17:00:00,Mangalore,20.21,64.31,3.13,0.41,0
2022-09-21 18:00:00,Mangalore,20.69,61.84,3.31,0.37,0
2022-09-21 19:00:00,Mangalore,20.89,63.24,3.05,0.36,0
2022-09-21 20:00:00,Mangalore,20.44,65.49,2.71,0.34,0
2022-09-21 21:00:00,Mangalore,21.28,67.25,2.3,0.29,0
2022-09-21 22:00:00,Mangalore,23.14,71.56,1.81,0.18,0
2022-09-21 23:00:00,Mangalore,22.97,74.93,0.79,0.09,0
2022-09-22 00:00:00,Mangalore,24.97,79.81,0.14,0.03,0
2022-09-22 01:00:00,Mangalore,26.05,84.29,0.5,0.09,0
2022-09-22 02:00:00,Mangalore,27.65,87.61,1.59,0.21,0
2022-09-22 03:00:00,Mangalore,28.9,91.36,2.33,0.29,0
2022-09-22 04:00:00,Mangalore,28.91,94.43,3.31,0.33,1
2022-09-22 05:00:00,Mangalore,29.38,96.38,3.38,0.4,1
2022-09-22 06:00:00,Mangalore,30.62,96.36,3.54,0.4,1
2022-09-22 07:00:00,Mangalore,29.97,96.21,3.29,0.42,1
2022-09-22 08:00:00,Mangalore,28.97,93.36,2.87,0.36,1
2022-09-22 09:00:00,Mangalore,28.3,91.99,2.11,0.27,0
2022-09-22 10:00:00,Mangalore,27.2,89.75,1.77,0.21,0
2022-09-22 11:00:00,Mangalore,25.99,83.84,1.09,0.13,0
2022-09-22 12:00:00,Mangalore,25.25,80.37,0.27,0.01,0
2022-09-22 13:00:00,Mangalore,23.52,75.65,1.13,0.08,0
2022-09-22 14:00:00,Mangalore,21.62,69.87,1.66,0.2,0
2022-09-22 15:00:00,Mangalore,21.5,67.84,2.23,0.26,0
2022-09-22 16:00:00,Mangalore,20.41,65.32,3.15,0.39,0
2022-09-22 17:00:00,Mangalore,19.72,63.38,3.15,0.38,0
2022-09-22 18:00:00,Mangalore,19.94,63.21,3.4,0.44,0
2022-09-22 19:00:00,Mangalore,20.4,64.29,3.25,0.38,0
2022-09-22 20:00:00,Mangalore,20.28,64.8,2.55,0.37,0
2022-09-22 21:00:00,Mangalore,21.05,68.11,2.33,0.28,0
2022-09-22 22:00:00,Mangalore,22.14,71.15,1.3,0.15,0
2022-09-22 23:00:00,Mangalore,23.7,74.87,0.74,0.13,0
2022-09-23 00:00:00,Mangalore,25.47,78.83,0.06,0.0,0
2022-09-23 01:00:00,Mangalore,26.02,84.16,0.79,0.13,0
2022-09-23 02:00:00,Mangalore,28.12,89.13,1.38,0.17,0
2022-09-23 03:00:00,Mangalore,28.7,92.1,2.38,0.3,1
2022-09-23 04:00:00,Mangalore,28.75,94.75,2.75,0.38,1
2022-09-23 05:00:00,Mangalore,29.43,96.2,2.75,0.37,1
2022-09-23 06:00:00,Mangalore,30.61,96.69,3.3,0.42,1
2022-09-23 07:00:00,Mangalore,29.85,96.78,3.14,0.4,1
2022-09-23 08:00:00,Mangalore,29.58,94.99,2.92,0.33,1
2022-09-23 09:00:00,Mangalore,29.15,92.82,1.9,0.24,1
2022-09-23 10:00:00,Mangalore,26.82,88.54,1.69,0.2,0
2022-09-23 11:00:00,Mangalore,26.49,84.4,1.07,0.14,0
2022-09-23 12:00:00,Mangalore,25.85,79.72,0.05,0.0,0
2022-09-23 13:00:00,Mangalore,23.7,75.74,0.39,0.11,0
2022-09-23 14:00:00,Mangalore,22.58,72.11,1.61,0.21,0
2022-09-23 15:00:00,Mangalore,21.49,68.45,2.37,0.25,0
2022-09-23 16:00:00,Mangalore,20.89,66.33,2.74,0.34,0
2022-09-23 17:00:00,Mangalore,20.77,63.69,3.5,0.4,0
2022-09-23 18:00:00,Mangalore,20.58,64.11,3.29,0.41,0
